"distribution","n","sm","hd","thd.sqrt"
"Uniform(a=0, b=1)",5,0.16832,0.11833,0.14263
"Uniform(a=0, b=1)",6,0.13876,0.10782,0.11793
"Uniform(a=0, b=1)",7,0.15011,0.10858,0.12818
"Uniform(a=0, b=1)",8,0.1301,0.10132,0.11522
"Uniform(a=0, b=1)",9,0.12517,0.09846,0.11257
"Uniform(a=0, b=1)",10,0.11705,0.09998,0.11342
"Uniform(a=0, b=1)",11,0.11796,0.09559,0.10592
"Uniform(a=0, b=1)",12,0.10561,0.09327,0.09949
"Uniform(a=0, b=1)",13,0.10337,0.0888,0.09667
"Uniform(a=0, b=1)",14,0.09706,0.08366,0.09217
"Uniform(a=0, b=1)",15,0.10509,0.08436,0.09594
"Uniform(a=0, b=1)",16,0.09057,0.07839,0.08573
"Uniform(a=0, b=1)",17,0.08701,0.07593,0.08255
"Uniform(a=0, b=1)",18,0.0845,0.07524,0.08183
"Uniform(a=0, b=1)",19,0.08788,0.07692,0.08339
"Uniform(a=0, b=1)",20,0.08052,0.07054,0.07338
"Uniform(a=0, b=1)",21,0.08477,0.07,0.07656
"Uniform(a=0, b=1)",22,0.07599,0.06794,0.07219
"Uniform(a=0, b=1)",23,0.07765,0.0691,0.07539
"Uniform(a=0, b=1)",24,0.07724,0.06875,0.07444
"Uniform(a=0, b=1)",25,0.07013,0.06403,0.0692
"Uniform(a=0, b=1)",26,0.07008,0.06233,0.06593
"Uniform(a=0, b=1)",27,0.0752,0.06629,0.06799
"Uniform(a=0, b=1)",28,0.07298,0.06302,0.06637
"Uniform(a=0, b=1)",29,0.07384,0.0595,0.06476
"Uniform(a=0, b=1)",30,0.06666,0.05826,0.06338
"Uniform(a=0, b=1)",31,0.06583,0.05839,0.06038
"Uniform(a=0, b=1)",32,0.06287,0.05701,0.06095
"Uniform(a=0, b=1)",33,0.06502,0.05533,0.05847
"Uniform(a=0, b=1)",34,0.05829,0.0538,0.05632
"Uniform(a=0, b=1)",35,0.06165,0.05849,0.06135
"Uniform(a=0, b=1)",36,0.06551,0.06014,0.06246
"Uniform(a=0, b=1)",37,0.06272,0.05797,0.06149
"Uniform(a=0, b=1)",38,0.05927,0.05454,0.05621
"Uniform(a=0, b=1)",39,0.06075,0.05507,0.05753
"Uniform(a=0, b=1)",40,0.05651,0.05116,0.05442
"Uniform(a=0, b=1)",41,0.05623,0.04999,0.05367
"Uniform(a=0, b=1)",42,0.0564,0.05074,0.05288
"Uniform(a=0, b=1)",43,0.0555,0.05331,0.0554
"Uniform(a=0, b=1)",44,0.05586,0.05132,0.05305
"Uniform(a=0, b=1)",45,0.05747,0.05089,0.05305
"Uniform(a=0, b=1)",46,0.05223,0.04844,0.0496
"Uniform(a=0, b=1)",47,0.05557,0.05006,0.05176
"Uniform(a=0, b=1)",48,0.05606,0.05098,0.0525
"Uniform(a=0, b=1)",49,0.05017,0.04454,0.04607
"Uniform(a=0, b=1)",50,0.05025,0.04795,0.04913
"Triangular(a=0, b=2, c=1)",5,0.23776,0.18313,0.20671
"Triangular(a=0, b=2, c=1)",6,0.18918,0.15769,0.17614
"Triangular(a=0, b=2, c=1)",7,0.2042,0.15348,0.17614
"Triangular(a=0, b=2, c=1)",8,0.17922,0.14333,0.16336
"Triangular(a=0, b=2, c=1)",9,0.18333,0.14505,0.16818
"Triangular(a=0, b=2, c=1)",10,0.15793,0.13221,0.1428
"Triangular(a=0, b=2, c=1)",11,0.15427,0.12779,0.13845
"Triangular(a=0, b=2, c=1)",12,0.14097,0.12902,0.13241
"Triangular(a=0, b=2, c=1)",13,0.14601,0.11706,0.13064
"Triangular(a=0, b=2, c=1)",14,0.13714,0.12204,0.13018
"Triangular(a=0, b=2, c=1)",15,0.14209,0.11936,0.12662
"Triangular(a=0, b=2, c=1)",16,0.13079,0.11225,0.1229
"Triangular(a=0, b=2, c=1)",17,0.1215,0.10911,0.11439
"Triangular(a=0, b=2, c=1)",18,0.12007,0.10764,0.11535
"Triangular(a=0, b=2, c=1)",19,0.12324,0.10832,0.11744
"Triangular(a=0, b=2, c=1)",20,0.11564,0.10135,0.10829
"Triangular(a=0, b=2, c=1)",21,0.12043,0.10157,0.11343
"Triangular(a=0, b=2, c=1)",22,0.10443,0.09683,0.1021
"Triangular(a=0, b=2, c=1)",23,0.11499,0.10163,0.10715
"Triangular(a=0, b=2, c=1)",24,0.10393,0.09251,0.09919
"Triangular(a=0, b=2, c=1)",25,0.10101,0.0915,0.09518
"Triangular(a=0, b=2, c=1)",26,0.1018,0.091,0.09798
"Triangular(a=0, b=2, c=1)",27,0.10035,0.08984,0.09558
"Triangular(a=0, b=2, c=1)",28,0.09724,0.08833,0.09325
"Triangular(a=0, b=2, c=1)",29,0.10168,0.08875,0.09354
"Triangular(a=0, b=2, c=1)",30,0.09659,0.08458,0.09211
"Triangular(a=0, b=2, c=1)",31,0.09519,0.08598,0.08932
"Triangular(a=0, b=2, c=1)",32,0.09078,0.08355,0.08852
"Triangular(a=0, b=2, c=1)",33,0.08758,0.08441,0.08657
"Triangular(a=0, b=2, c=1)",34,0.08711,0.07923,0.08449
"Triangular(a=0, b=2, c=1)",35,0.08844,0.07836,0.08167
"Triangular(a=0, b=2, c=1)",36,0.09377,0.08502,0.08857
"Triangular(a=0, b=2, c=1)",37,0.08257,0.07535,0.07871
"Triangular(a=0, b=2, c=1)",38,0.0886,0.0783,0.08202
"Triangular(a=0, b=2, c=1)",39,0.08834,0.07825,0.08046
"Triangular(a=0, b=2, c=1)",40,0.08213,0.07525,0.08036
"Triangular(a=0, b=2, c=1)",41,0.08289,0.07448,0.07768
"Triangular(a=0, b=2, c=1)",42,0.08193,0.07406,0.07616
"Triangular(a=0, b=2, c=1)",43,0.0766,0.0726,0.07589
"Triangular(a=0, b=2, c=1)",44,0.07459,0.06917,0.07285
"Triangular(a=0, b=2, c=1)",45,0.08206,0.07192,0.07689
"Triangular(a=0, b=2, c=1)",46,0.07104,0.06819,0.06931
"Triangular(a=0, b=2, c=1)",47,0.07163,0.06791,0.06871
"Triangular(a=0, b=2, c=1)",48,0.0814,0.07516,0.07856
"Triangular(a=0, b=2, c=1)",49,0.07834,0.07575,0.07699
"Triangular(a=0, b=2, c=1)",50,0.07635,0.06973,0.0726
"Triangular(a=0, b=2, c=0.2)",5,0.25789,0.19787,0.22774
"Triangular(a=0, b=2, c=0.2)",6,0.22493,0.19449,0.21022
"Triangular(a=0, b=2, c=0.2)",7,0.2303,0.17751,0.20305
"Triangular(a=0, b=2, c=0.2)",8,0.20441,0.16134,0.18736
"Triangular(a=0, b=2, c=0.2)",9,0.1956,0.1559,0.17695
"Triangular(a=0, b=2, c=0.2)",10,0.1768,0.15721,0.16581
"Triangular(a=0, b=2, c=0.2)",11,0.1854,0.14084,0.16234
"Triangular(a=0, b=2, c=0.2)",12,0.15688,0.13294,0.1467
"Triangular(a=0, b=2, c=0.2)",13,0.16744,0.13941,0.15515
"Triangular(a=0, b=2, c=0.2)",14,0.14982,0.13229,0.14173
"Triangular(a=0, b=2, c=0.2)",15,0.15113,0.12589,0.13639
"Triangular(a=0, b=2, c=0.2)",16,0.14007,0.12413,0.13438
"Triangular(a=0, b=2, c=0.2)",17,0.1488,0.13257,0.14052
"Triangular(a=0, b=2, c=0.2)",18,0.12474,0.12012,0.12538
"Triangular(a=0, b=2, c=0.2)",19,0.13249,0.11838,0.12525
"Triangular(a=0, b=2, c=0.2)",20,0.13108,0.11717,0.1234
"Triangular(a=0, b=2, c=0.2)",21,0.12262,0.1094,0.11699
"Triangular(a=0, b=2, c=0.2)",22,0.12887,0.11296,0.12129
"Triangular(a=0, b=2, c=0.2)",23,0.12409,0.10639,0.11132
"Triangular(a=0, b=2, c=0.2)",24,0.12102,0.1068,0.11187
"Triangular(a=0, b=2, c=0.2)",25,0.12329,0.10875,0.11785
"Triangular(a=0, b=2, c=0.2)",26,0.10766,0.09636,0.10085
"Triangular(a=0, b=2, c=0.2)",27,0.11849,0.10677,0.11138
"Triangular(a=0, b=2, c=0.2)",28,0.11646,0.10724,0.11019
"Triangular(a=0, b=2, c=0.2)",29,0.11569,0.0985,0.10893
"Triangular(a=0, b=2, c=0.2)",30,0.09964,0.09199,0.09927
"Triangular(a=0, b=2, c=0.2)",31,0.10713,0.09316,0.097
"Triangular(a=0, b=2, c=0.2)",32,0.10437,0.09569,0.10074
"Triangular(a=0, b=2, c=0.2)",33,0.09991,0.08246,0.08641
"Triangular(a=0, b=2, c=0.2)",34,0.09794,0.09472,0.09837
"Triangular(a=0, b=2, c=0.2)",35,0.10275,0.09237,0.09827
"Triangular(a=0, b=2, c=0.2)",36,0.09769,0.0922,0.09349
"Triangular(a=0, b=2, c=0.2)",37,0.09717,0.09198,0.09404
"Triangular(a=0, b=2, c=0.2)",38,0.096,0.08413,0.08728
"Triangular(a=0, b=2, c=0.2)",39,0.09373,0.08408,0.08936
"Triangular(a=0, b=2, c=0.2)",40,0.09487,0.087,0.08972
"Triangular(a=0, b=2, c=0.2)",41,0.09225,0.08165,0.08598
"Triangular(a=0, b=2, c=0.2)",42,0.08868,0.07928,0.08442
"Triangular(a=0, b=2, c=0.2)",43,0.0882,0.08272,0.08699
"Triangular(a=0, b=2, c=0.2)",44,0.08749,0.08018,0.0841
"Triangular(a=0, b=2, c=0.2)",45,0.08121,0.07667,0.07736
"Triangular(a=0, b=2, c=0.2)",46,0.08292,0.08004,0.08195
"Triangular(a=0, b=2, c=0.2)",47,0.08719,0.08119,0.08509
"Triangular(a=0, b=2, c=0.2)",48,0.08679,0.07966,0.08121
"Triangular(a=0, b=2, c=0.2)",49,0.07927,0.07403,0.07781
"Triangular(a=0, b=2, c=0.2)",50,0.08295,0.07769,0.07835
"Beta(a=2, b=4)",5,0.09614,0.07214,0.08128
"Beta(a=2, b=4)",6,0.08905,0.07247,0.08262
"Beta(a=2, b=4)",7,0.08533,0.06737,0.07652
"Beta(a=2, b=4)",8,0.07142,0.0602,0.06675
"Beta(a=2, b=4)",9,0.07677,0.06296,0.07199
"Beta(a=2, b=4)",10,0.06505,0.05739,0.06106
"Beta(a=2, b=4)",11,0.07044,0.05834,0.06361
"Beta(a=2, b=4)",12,0.06553,0.05662,0.06165
"Beta(a=2, b=4)",13,0.06537,0.0547,0.06064
"Beta(a=2, b=4)",14,0.06046,0.05121,0.05728
"Beta(a=2, b=4)",15,0.05907,0.04769,0.05178
"Beta(a=2, b=4)",16,0.0557,0.04716,0.0526
"Beta(a=2, b=4)",17,0.05912,0.04874,0.05186
"Beta(a=2, b=4)",18,0.05183,0.04715,0.04991
"Beta(a=2, b=4)",19,0.05217,0.04503,0.04786
"Beta(a=2, b=4)",20,0.04824,0.0428,0.0465
"Beta(a=2, b=4)",21,0.05024,0.04559,0.04766
"Beta(a=2, b=4)",22,0.04727,0.04295,0.04518
"Beta(a=2, b=4)",23,0.04665,0.04095,0.04381
"Beta(a=2, b=4)",24,0.04412,0.03912,0.04167
"Beta(a=2, b=4)",25,0.04379,0.03922,0.04165
"Beta(a=2, b=4)",26,0.04319,0.03865,0.04003
"Beta(a=2, b=4)",27,0.0424,0.03844,0.04107
"Beta(a=2, b=4)",28,0.03986,0.03575,0.03739
"Beta(a=2, b=4)",29,0.04193,0.03614,0.03746
"Beta(a=2, b=4)",30,0.03838,0.03596,0.03712
"Beta(a=2, b=4)",31,0.04031,0.03635,0.03732
"Beta(a=2, b=4)",32,0.03855,0.03567,0.03777
"Beta(a=2, b=4)",33,0.03957,0.03624,0.03832
"Beta(a=2, b=4)",34,0.03856,0.03516,0.03811
"Beta(a=2, b=4)",35,0.03583,0.03384,0.03491
"Beta(a=2, b=4)",36,0.03502,0.03324,0.03485
"Beta(a=2, b=4)",37,0.03633,0.03485,0.03532
"Beta(a=2, b=4)",38,0.03475,0.03261,0.033
"Beta(a=2, b=4)",39,0.03478,0.03341,0.03357
"Beta(a=2, b=4)",40,0.03396,0.03205,0.03288
"Beta(a=2, b=4)",41,0.03405,0.02968,0.03131
"Beta(a=2, b=4)",42,0.03475,0.03079,0.03294
"Beta(a=2, b=4)",43,0.03111,0.02951,0.03001
"Beta(a=2, b=4)",44,0.03313,0.0301,0.03175
"Beta(a=2, b=4)",45,0.03342,0.03069,0.03281
"Beta(a=2, b=4)",46,0.03431,0.03148,0.0328
"Beta(a=2, b=4)",47,0.0334,0.03179,0.03206
"Beta(a=2, b=4)",48,0.0312,0.0286,0.03014
"Beta(a=2, b=4)",49,0.03154,0.02997,0.03087
"Beta(a=2, b=4)",50,0.03114,0.02815,0.02955
"Beta(a=2, b=10)",5,0.05771,0.04785,0.05103
"Beta(a=2, b=10)",6,0.04494,0.03989,0.04375
"Beta(a=2, b=10)",7,0.05042,0.04106,0.0438
"Beta(a=2, b=10)",8,0.04361,0.03669,0.04088
"Beta(a=2, b=10)",9,0.0405,0.03263,0.03653
"Beta(a=2, b=10)",10,0.0397,0.03223,0.03686
"Beta(a=2, b=10)",11,0.03694,0.03294,0.03429
"Beta(a=2, b=10)",12,0.03459,0.02891,0.03228
"Beta(a=2, b=10)",13,0.03383,0.0304,0.03149
"Beta(a=2, b=10)",14,0.03411,0.02829,0.03175
"Beta(a=2, b=10)",15,0.03159,0.02732,0.02834
"Beta(a=2, b=10)",16,0.02956,0.02745,0.02863
"Beta(a=2, b=10)",17,0.02763,0.02538,0.02648
"Beta(a=2, b=10)",18,0.02752,0.02611,0.0272
"Beta(a=2, b=10)",19,0.02756,0.02428,0.02556
"Beta(a=2, b=10)",20,0.02638,0.02305,0.02425
"Beta(a=2, b=10)",21,0.02692,0.024,0.02552
"Beta(a=2, b=10)",22,0.02384,0.02254,0.02413
"Beta(a=2, b=10)",23,0.02585,0.02325,0.02454
"Beta(a=2, b=10)",24,0.02686,0.0239,0.02514
"Beta(a=2, b=10)",25,0.02516,0.02271,0.02312
"Beta(a=2, b=10)",26,0.02219,0.02035,0.02131
"Beta(a=2, b=10)",27,0.02266,0.02045,0.022
"Beta(a=2, b=10)",28,0.02158,0.01995,0.02042
"Beta(a=2, b=10)",29,0.02285,0.02049,0.02129
"Beta(a=2, b=10)",30,0.02177,0.01947,0.02029
"Beta(a=2, b=10)",31,0.02291,0.02168,0.0223
"Beta(a=2, b=10)",32,0.02227,0.02074,0.02157
"Beta(a=2, b=10)",33,0.02021,0.01892,0.01997
"Beta(a=2, b=10)",34,0.02079,0.01973,0.02088
"Beta(a=2, b=10)",35,0.02079,0.01878,0.01961
"Beta(a=2, b=10)",36,0.0212,0.01955,0.02025
"Beta(a=2, b=10)",37,0.01995,0.01799,0.01895
"Beta(a=2, b=10)",38,0.01956,0.0179,0.01866
"Beta(a=2, b=10)",39,0.019,0.01767,0.01819
"Beta(a=2, b=10)",40,0.0175,0.01617,0.01682
"Beta(a=2, b=10)",41,0.019,0.01787,0.01843
"Beta(a=2, b=10)",42,0.01955,0.01724,0.01824
"Beta(a=2, b=10)",43,0.01651,0.0155,0.01612
"Beta(a=2, b=10)",44,0.01726,0.01633,0.0165
"Beta(a=2, b=10)",45,0.01852,0.01673,0.01751
"Beta(a=2, b=10)",46,0.01751,0.01631,0.0167
